@relation donem_ornek

@attribute DonemTipi {Gunluk,Aylik,Yillik}
@attribute Ay {Ocak,Subat,Mart,Nisan,Mayis,Haziran,Temmuz,Agustos,Eylul,Ekim,Kasim,Aralik}
@attribute Yas numeric
@attribute Class {A,B,C}

@data
Yillik,Haziran,64,C
Aylik,Aralik,29,C
Gunluk,Mart,60,C
Aylik,Ocak,37,B
Yillik,Ocak,66,C
Aylik,Kasim,47,B
Aylik,Mayis,29,C
Aylik,Eylul,48,B
Gunluk,Mayis,61,C
Aylik,Subat,33,B
Gunluk,Subat,45,C
Yillik,Temmuz,44,C
Gunluk,Ocak,37,C
Gunluk,Eylul,19,A
Aylik,Agustos,64,C
Aylik,Agustos,27,C
Aylik,Subat,33,B
Gunluk,Nisan,36,C
Yillik,Haziran,25,C
Yillik,Agustos,50,C
Aylik,Nisan,46,B
Aylik,Ekim,18,C
Yillik,Mart,57,C
Aylik,Nisan,55,C
Yillik,Ocak,18,C
Aylik,Temmuz,54,C
Yillik,Subat,27,C
Gunluk,Haziran,62,C
Yillik,Subat,38,C
Yillik,Ocak,19,C
Gunluk,Mayis,23,A
Gunluk,Haziran,34,C
Yillik,Ekim,52,C
Yillik,Ekim,63,C
Aylik,Aralik,48,B
Yillik,Temmuz,57,C
Gunluk,Subat,26,A
Yillik,Agustos,65,C
Aylik,Haziran,54,C
Yillik,Agustos,21,C
Aylik,Aralik,30,B
Aylik,Subat,63,C
Yillik,Haziran,48,C
Gunluk,Ocak,47,C
Yillik,Mayis,46,C
Aylik,Temmuz,53,C
Yillik,Nisan,45,C
Yillik,Agustos,47,C
Gunluk,Haziran,51,C
Gunluk,Subat,47,C
Gunluk,Aralik,53,C
Gunluk,Aralik,29,A
Gunluk,Temmuz,21,A
Gunluk,Eylul,35,C
Yillik,Mayis,36,C
Gunluk,Ekim,52,C
Gunluk,Haziran,52,C
Aylik,Kasim,61,C
Gunluk,Agustos,32,C
Aylik,Eylul,49,B
Yillik,Ekim,42,C
Aylik,Ocak,20,C
Gunluk,Agustos,22,A
Gunluk,Agustos,36,C
Aylik,Agustos,67,C
Aylik,Mart,21,C
Yillik,Eylul,39,C
Gunluk,Nisan,46,C
Gunluk,Aralik,22,A
Gunluk,Mayis,38,C
Yillik,Agustos,55,C
Aylik,Agustos,26,C
Gunluk,Haziran,49,C
Yillik,Nisan,67,C
Aylik,Eylul,31,B
Yillik,Haziran,21,C
Gunluk,Aralik,20,A
Gunluk,Aralik,43,C
Aylik,Eylul,37,B
Yillik,Mart,59,C
Aylik,Subat,64,C
Yillik,Eylul,53,C
Gunluk,Agustos,61,C
Aylik,Haziran,23,C
Gunluk,Mayis,35,C
Gunluk,Ekim,63,C
Gunluk,Temmuz,32,C
Aylik,Ocak,45,B
Yillik,Subat,31,C
Aylik,Kasim,20,C
Yillik,Aralik,20,C
Gunluk,Haziran,58,C
Yillik,Agustos,46,C
Yillik,Aralik,56,C
Yillik,Haziran,61,C
Yillik,Temmuz,65,C
Gunluk,Subat,45,C
Yillik,Aralik,39,C
Gunluk,Mart,31,C
Yillik,Eylul,61,C
Aylik,Mayis,39,B
Gunluk,Nisan,50,C
Yillik,Eylul,33,C
Gunluk,Kasim,36,C
Aylik,Eylul,45,B
Aylik,Mayis,29,C
Gunluk,Agustos,33,C
Aylik,Ekim,50,C
Yillik,Ekim,64,C
Yillik,Subat,36,C
Gunluk,Kasim,34,C
Gunluk,Aralik,56,C
Gunluk,Nisan,50,C
Aylik,Subat,61,C
Aylik,Temmuz,25,C
Gunluk,Haziran,61,C
Yillik,Mayis,46,C
Aylik,Kasim,44,B
Aylik,Haziran,27,C
Yillik,Kasim,61,C
Aylik,Haziran,54,C
Aylik,Temmuz,52,C
Gunluk,Ocak,59,C
Gunluk,Nisan,28,A
Aylik,Haziran,28,C
Aylik,Agustos,56,C
Aylik,Mart,57,C
Gunluk,Subat,20,A
Aylik,Haziran,59,C
Yillik,Agustos,28,C
Aylik,Subat,41,B
Gunluk,Mart,54,C
Aylik,Kasim,29,C
Gunluk,Haziran,38,C
Gunluk,Temmuz,65,C
Gunluk,Eylul,53,C
Aylik,Eylul,18,C
Aylik,Nisan,41,B
Aylik,Mart,42,B
Yillik,Eylul,31,C
Gunluk,Agustos,28,A
Gunluk,Ekim,28,A
Yillik,Ekim,62,C
Yillik,Agustos,25,C
Aylik,Ekim,20,C
Aylik,Aralik,31,B
Gunluk,Agustos,20,A
Gunluk,Nisan,45,C
Gunluk,Aralik,66,C
Aylik,Eylul,57,C
Aylik,Aralik,42,B
Gunluk,Ekim,51,C
Aylik,Mart,37,B
Yillik,Aralik,44,C
Yillik,Agustos,67,C
Gunluk,Kasim,49,C
Gunluk,Haziran,39,C
Yillik,Aralik,60,C
Yillik,Temmuz,59,C
Gunluk,Ocak,26,A
Gunluk,Eylul,31,C
Aylik,Temmuz,34,B
Gunluk,Mayis,51,C
Yillik,Ocak,30,C
Gunluk,Mayis,25,A
Yillik,Kasim,33,C
Yillik,Nisan,66,C
Aylik,Temmuz,30,B
Gunluk,Nisan,26,A
Yillik,Ekim,36,C
Yillik,Ocak,20,C
Yillik,Mart,32,C
Gunluk,Mayis,25,A
Aylik,Agustos,35,B
Gunluk,Ekim,56,C
Gunluk,Subat,50,C
Gunluk,Ocak,50,C
Gunluk,Nisan,67,C
Gunluk,Agustos,30,C
Aylik,Eylul,62,C
Yillik,Mayis,52,C
Yillik,Aralik,65,C
Yillik,Ekim,48,C
Aylik,Ekim,34,B
Aylik,Ekim,66,C
Yillik,Mayis,48,C
Gunluk,Aralik,50,C
Yillik,Kasim,41,C
Aylik,Temmuz,45,B
Gunluk,Nisan,26,A
Yillik,Ekim,54,C
Yillik,Subat,44,C
Yillik,Ekim,49,C
Yillik,Haziran,33,C
Aylik,Aralik,32,B
Yillik,Temmuz,27,C
Yillik,Nisan,38,C
Yillik,Temmuz,51,C
Aylik,Kasim,41,B
Aylik,Ocak,61,C
Gunluk,Nisan,36,C
Yillik,Ekim,23,C
Yillik,Mart,39,C
Aylik,Nisan,51,C
Aylik,Ekim,40,B
Gunluk,Eylul,50,C
Yillik,Kasim,18,C
Yillik,Kasim,38,C
Aylik,Aralik,44,B
Aylik,Mayis,41,B
Yillik,Temmuz,28,C
Aylik,Temmuz,24,C
Yillik,Agustos,43,C
Gunluk,Nisan,64,C
Yillik,Aralik,42,C
Yillik,Nisan,55,C
Gunluk,Ekim,22,A
Aylik,Mart,19,C
Yillik,Subat,34,C
Gunluk,Mayis,22,A
Yillik,Haziran,38,C
Aylik,Kasim,26,C
Yillik,Aralik,51,C
Gunluk,Kasim,41,C
Gunluk,Temmuz,26,A
Yillik,Agustos,25,C
Gunluk,Aralik,51,C
Aylik,Eylul,34,B
Yillik,Ekim,62,C
Yillik,Ekim,36,C
Yillik,Aralik,21,C
Gunluk,Temmuz,67,C
Yillik,Subat,48,C
Yillik,Aralik,46,C
Aylik,Aralik,63,C
Aylik,Eylul,66,C
Aylik,Ocak,31,B
Aylik,Haziran,59,C
Aylik,Ekim,48,B
Aylik,Temmuz,23,C
Aylik,Ocak,45,B
Aylik,Kasim,44,B
Gunluk,Kasim,19,A
Yillik,Aralik,47,C
Gunluk,Mayis,40,C
Yillik,Ocak,64,C
Yillik,Mart,31,C
Aylik,Agustos,19,C
Gunluk,Eylul,67,C
Aylik,Ocak,30,B
Aylik,Mayis,41,B
Aylik,Kasim,33,B
Yillik,Mayis,28,C
Yillik,Ekim,33,C
Aylik,Eylul,60,C
Yillik,Aralik,34,C
Aylik,Ekim,32,B
Gunluk,Subat,47,C
Yillik,Eylul,21,C
Gunluk,Kasim,65,C
Aylik,Eylul,28,C
Gunluk,Aralik,34,C
Aylik,Temmuz,60,C
Yillik,Aralik,56,C
Yillik,Haziran,40,C
Gunluk,Eylul,66,C
Gunluk,Aralik,58,C
Gunluk,Aralik,19,A
Gunluk,Aralik,25,A
Gunluk,Ekim,46,C
Aylik,Eylul,48,B
Gunluk,Haziran,46,C
Aylik,Ekim,19,C
Aylik,Mart,37,B
Aylik,Kasim,26,C
Aylik,Kasim,18,C
Gunluk,Eylul,24,A
Gunluk,Ekim,44,C
Gunluk,Mayis,54,C
Gunluk,Haziran,41,C
Yillik,Ocak,43,C
Aylik,Aralik,63,C
Yillik,Ekim,59,C
Aylik,Temmuz,27,C
Aylik,Temmuz,39,B
Gunluk,Haziran,48,C
Gunluk,Haziran,66,C
Aylik,Mart,40,B
Yillik,Aralik,29,C
Gunluk,Mart,64,C
Aylik,Ekim,39,B
Aylik,Ocak,67,C
Yillik,Agustos,21,C
Aylik,Agustos,58,C
Gunluk,Mart,41,C
Gunluk,Ocak,23,A
Aylik,Nisan,60,C
Yillik,Ocak,53,C
Gunluk,Ocak,61,C
Aylik,Mart,52,C
Yillik,Subat,27,C
Yillik,Agustos,34,C
Aylik,Ocak,51,C
Gunluk,Temmuz,61,C
Yillik,Agustos,66,C
Gunluk,Aralik,43,C
Aylik,Mayis,22,C
Yillik,Nisan,51,C
Yillik,Ekim,55,C
Aylik,Ocak,19,C
Yillik,Kasim,56,C
Gunluk,Ocak,22,A
Gunluk,Nisan,25,A
Aylik,Kasim,42,B
Aylik,Mayis,39,B
Gunluk,Aralik,54,C
Yillik,Mayis,67,C
Gunluk,Eylul,23,A
Yillik,Eylul,22,C
Gunluk,Subat,46,C
Gunluk,Ocak,47,C
Aylik,Mart,21,C
Gunluk,Aralik,41,C
Yillik,Nisan,52,C
Aylik,Agustos,30,B
Yillik,Agustos,19,C
Gunluk,Haziran,45,C
Gunluk,Haziran,25,A
Yillik,Mart,58,C
Yillik,Ekim,49,C
Aylik,Agustos,60,C
Aylik,Ocak,33,B
Yillik,Nisan,53,C
Gunluk,Aralik,32,C
Yillik,Ekim,41,C
Yillik,Temmuz,19,C
Yillik,Haziran,46,C
Aylik,Temmuz,59,C
Aylik,Mayis,63,C
Gunluk,Mart,67,C
Aylik,Kasim,37,B
Gunluk,Agustos,41,C
Yillik,Ekim,43,C
Aylik,Haziran,34,B
Gunluk,Kasim,51,C
Gunluk,Subat,44,C
Gunluk,Mayis,65,C
Yillik,Haziran,50,C
Aylik,Agustos,28,C
Aylik,Aralik,61,C
Aylik,Temmuz,53,C
Gunluk,Ekim,34,C
Aylik,Mayis,34,B
Yillik,Mart,44,C
Aylik,Haziran,18,C
Aylik,Mart,40,B
Gunluk,Nisan,25,A
Yillik,Ekim,21,C
Aylik,Temmuz,22,C
Yillik,Ekim,47,C
Aylik,Aralik,19,C
Yillik,Haziran,62,C
Yillik,Aralik,23,C
Yillik,Subat,18,C
Gunluk,Aralik,18,A
Gunluk,Ocak,40,C
Gunluk,Ocak,27,A
Aylik,Ocak,35,B
Yillik,Subat,62,C
Gunluk,Kasim,23,A
Gunluk,Nisan,22,A
Yillik,Aralik,22,C
Yillik,Ocak,31,C
Yillik,Mayis,60,C
Gunluk,Nisan,56,C
Yillik,Ocak,42,C
Yillik,Eylul,51,C
Gunluk,Haziran,36,C
Aylik,Haziran,65,C
Gunluk,Ocak,46,C
Aylik,Ocak,54,C
Yillik,Mart,28,C
Gunluk,Agustos,32,C
Aylik,Haziran,36,B
Aylik,Mart,53,C
Gunluk,Ekim,51,C
Gunluk,Mayis,40,C
Gunluk,Haziran,51,C
Gunluk,Agustos,64,C
Yillik,Agustos,56,C
Aylik,Haziran,63,C
Yillik,Haziran,45,C
Gunluk,Temmuz,56,C
Yillik,Ocak,62,C
Aylik,Ekim,28,C
Gunluk,Temmuz,21,A
Aylik,Eylul,33,B
Gunluk,Ocak,50,C
Aylik,Aralik,58,C
Gunluk,Ekim,60,C
Aylik,Ekim,27,C
Yillik,Agustos,62,C
Yillik,Subat,61,C
Aylik,Mart,64,C
Aylik,Ekim,57,C
Gunluk,Subat,20,A
Gunluk,Kasim,62,C
Yillik,Eylul,30,C
Gunluk,Temmuz,33,C
Aylik,Ekim,46,B
Aylik,Ocak,29,C
Aylik,Haziran,57,C
Aylik,Aralik,47,B
Yillik,Ekim,30,C
Gunluk,Ocak,51,C
Aylik,Kasim,39,B
Gunluk,Nisan,27,A
Gunluk,Ocak,35,C
Aylik,Aralik,49,B
Aylik,Eylul,35,B
Yillik,Aralik,65,C
Gunluk,Nisan,65,C
Gunluk,Kasim,42,C
Aylik,Eylul,31,B
Gunluk,Agustos,39,C
Yillik,Subat,59,C
Yillik,Ocak,59,C
Gunluk,Haziran,50,C
Aylik,Agustos,24,C
Gunluk,Haziran,58,C
Yillik,Nisan,63,C
Aylik,Ekim,67,C
Gunluk,Kasim,36,C
Gunluk,Kasim,20,A
Gunluk,Haziran,56,C
Aylik,Mayis,35,B
Gunluk,Mayis,47,C
Aylik,Aralik,64,C
Aylik,Mayis,58,C
Yillik,Mart,65,C
Yillik,Haziran,60,C
Gunluk,Kasim,23,A
Yillik,Ekim,47,C
Yillik,Mart,49,C
Gunluk,Temmuz,45,C
Yillik,Mayis,58,C
Aylik,Agustos,37,B
Yillik,Agustos,59,C
Gunluk,Aralik,57,C
Aylik,Kasim,33,B
Yillik,Agustos,45,C
Yillik,Nisan,18,C
Gunluk,Eylul,36,C
Gunluk,Kasim,64,C
Aylik,Subat,54,C
Aylik,Nisan,22,C
Gunluk,Subat,40,C
Gunluk,Ocak,33,C
Aylik,Temmuz,35,B
Aylik,Mayis,65,C
Aylik,Haziran,66,C
Yillik,Mayis,21,C
Gunluk,Haziran,54,C
Gunluk,Ocak,65,C
Gunluk,Mayis,23,A
Yillik,Temmuz,48,C
Yillik,Ocak,28,C
Yillik,Mayis,45,C
Yillik,Haziran,57,C
Aylik,Nisan,25,C
Aylik,Nisan,63,C
Gunluk,Subat,60,C
Aylik,Temmuz,46,B
Yillik,Nisan,18,C
Yillik,Aralik,58,C
Aylik,Ekim,49,B
Aylik,Agustos,40,B
Gunluk,Nisan,55,C
Aylik,Subat,37,B
Gunluk,Mart,30,C
Aylik,Mart,38,B
Aylik,Aralik,66,C
Aylik,Mayis,48,B
Yillik,Kasim,30,C
Aylik,Subat,34,B
Yillik,Eylul,61,C
Aylik,Temmuz,21,C
Yillik,Temmuz,49,C
Aylik,Kasim,47,B
Yillik,Temmuz,62,C
Gunluk,Agustos,20,A
Gunluk,Ekim,62,C
Yillik,Nisan,60,C
Aylik,Temmuz,28,C
Gunluk,Nisan,28,A
Gunluk,Ekim,45,C
Gunluk,Agustos,63,C
Gunluk,Ocak,45,C
Gunluk,Subat,57,C
Yillik,Mart,52,C
Aylik,Subat,60,C
Gunluk,Aralik,23,A
Yillik,Subat,59,C
Aylik,Kasim,35,B
Yillik,Ocak,53,C
Yillik,Ocak,51,C
Gunluk,Nisan,34,C
Gunluk,Ekim,58,C
Yillik,Subat,67,C
Yillik,Haziran,25,C
Aylik,Agustos,66,C
Yillik,Haziran,58,C
Gunluk,Agustos,21,A
Aylik,Eylul,46,B
Gunluk,Mayis,19,A
Gunluk,Mart,35,C
Yillik,Mart,60,C
Aylik,Ekim,52,C
Yillik,Subat,39,C
Gunluk,Haziran,18,A
Yillik,Ocak,24,C
Yillik,Kasim,36,C
Aylik,Ocak,64,C
Aylik,Temmuz,48,B
Aylik,Ocak,46,B
Gunluk,Subat,63,C
Gunluk,Kasim,67,C
Aylik,Haziran,50,C
Aylik,Kasim,61,C
Gunluk,Aralik,23,A
Gunluk,Ocak,58,C
Aylik,Kasim,54,C
Gunluk,Mart,45,C
Gunluk,Eylul,50,C
Aylik,Mayis,65,C
Yillik,Subat,61,C
Yillik,Mart,28,C
Yillik,Kasim,60,C
Aylik,Eylul,41,B
Yillik,Mart,32,C
Yillik,Ocak,46,C
Yillik,Mayis,50,C
Aylik,Aralik,21,C
Yillik,Ocak,38,C
Aylik,Ocak,43,B
Gunluk,Mayis,29,A
Aylik,Temmuz,30,B
Aylik,Haziran,27,C
Gunluk,Aralik,22,A
Aylik,Ekim,21,C
Aylik,Temmuz,59,C
Gunluk,Aralik,37,C
Gunluk,Mayis,20,A
Gunluk,Eylul,64,C
Yillik,Eylul,63,C
Gunluk,Mart,63,C
Yillik,Ekim,27,C
Aylik,Mart,30,B
Aylik,Aralik,37,B
Gunluk,Agustos,65,C
Yillik,Mart,51,C
Gunluk,Ocak,35,C
Gunluk,Agustos,34,C
Gunluk,Mayis,38,C
Aylik,Nisan,31,B
Gunluk,Haziran,65,C
Gunluk,Temmuz,30,C
Yillik,Temmuz,20,C
Yillik,Aralik,53,C
Aylik,Ocak,30,B
Yillik,Nisan,21,C
Gunluk,Eylul,52,C
Yillik,Subat,67,C
Aylik,Kasim,67,C
Yillik,Nisan,54,C
Gunluk,Subat,34,C
Gunluk,Agustos,63,C
Yillik,Eylul,62,C
Gunluk,Mayis,59,C
Yillik,Ekim,41,C
Gunluk,Subat,29,A
Gunluk,Ocak,42,C
Gunluk,Subat,41,C
Yillik,Subat,53,C
Yillik,Ekim,65,C
Aylik,Ekim,34,B
Aylik,Eylul,59,C
Gunluk,Mart,46,C
Aylik,Ekim,30,B
Yillik,Ekim,24,C
Aylik,Mayis,59,C
Aylik,Mayis,49,B
Yillik,Agustos,67,C
Gunluk,Ekim,51,C
Yillik,Aralik,63,C
Yillik,Mayis,48,C
Gunluk,Haziran,50,C
Yillik,Eylul,20,C
Yillik,Ekim,39,C
Gunluk,Mayis,42,C
Gunluk,Eylul,22,A
Yillik,Nisan,58,C
Yillik,Aralik,38,C
Gunluk,Agustos,52,C
Yillik,Kasim,67,C
Yillik,Subat,22,C
Aylik,Ekim,18,C
Yillik,Ekim,26,C
Aylik,Subat,37,B
Yillik,Agustos,46,C
Yillik,Mart,30,C
Gunluk,Ekim,51,C
Aylik,Aralik,23,C
Gunluk,Mart,50,C
Yillik,Mart,44,C
Yillik,Mart,25,C
Gunluk,Subat,49,C
Gunluk,Mayis,61,C
Gunluk,Ocak,64,C
Yillik,Eylul,44,C
Yillik,Ocak,64,C
Yillik,Kasim,64,C
Gunluk,Nisan,36,C
Gunluk,Ocak,27,A
Yillik,Ekim,26,C
Yillik,Ekim,25,C
Aylik,Agustos,37,B
Aylik,Agustos,65,C
Aylik,Temmuz,33,B
Gunluk,Mayis,47,C
Aylik,Mayis,41,B
Aylik,Agustos,50,C
Aylik,Haziran,58,C
Aylik,Mart,32,B
Gunluk,Haziran,35,C
Yillik,Eylul,23,C
Yillik,Mart,33,C
Aylik,Agustos,35,B
Aylik,Aralik,54,C
Aylik,Agustos,21,C
Aylik,Ekim,31,B
Aylik,Temmuz,21,C
Aylik,Subat,31,B
Aylik,Subat,32,B
Yillik,Temmuz,59,C
Aylik,Temmuz,63,C
Yillik,Kasim,58,C
Yillik,Agustos,34,C
Gunluk,Temmuz,51,C
Gunluk,Kasim,28,A
Gunluk,Agustos,63,C
Gunluk,Haziran,53,C
Aylik,Mart,29,C
Aylik,Mayis,20,C
Gunluk,Aralik,36,C
Yillik,Temmuz,19,C
Aylik,Aralik,35,B
Aylik,Haziran,35,B
Aylik,Eylul,43,B
Yillik,Ocak,33,C
Yillik,Haziran,37,C
Aylik,Subat,34,B
Aylik,Mart,50,C
Gunluk,Haziran,43,C
Yillik,Haziran,59,C
Gunluk,Subat,29,A
Gunluk,Mayis,64,C
Aylik,Subat,33,B
Yillik,Temmuz,37,C
Gunluk,Subat,67,C
Aylik,Agustos,25,C
Yillik,Ekim,22,C
Yillik,Haziran,46,C
Yillik,Ocak,43,C
Aylik,Subat,21,C
Yillik,Temmuz,54,C
Aylik,Mayis,54,C
Gunluk,Mart,27,A
Gunluk,Nisan,49,C
Aylik,Eylul,34,B
Yillik,Ekim,67,C
Gunluk,Mart,19,A
Aylik,Haziran,56,C
Yillik,Mart,66,C
Aylik,Aralik,65,C
Gunluk,Haziran,50,C
Yillik,Aralik,36,C
Gunluk,Aralik,40,C
Aylik,Aralik,20,C
Yillik,Ocak,31,C
Yillik,Ekim,57,C
Gunluk,Kasim,18,A
Gunluk,Temmuz,52,C
Yillik,Kasim,49,C
Yillik,Haziran,21,C
Aylik,Mayis,22,C
Aylik,Kasim,51,C
Aylik,Haziran,45,B
Gunluk,Subat,33,C
Yillik,Mayis,39,C
Gunluk,Ocak,64,C
Aylik,Nisan,39,B
Yillik,Nisan,28,C
Gunluk,Mayis,22,A
Yillik,Agustos,42,C
Gunluk,Ekim,63,C
Yillik,Haziran,26,C
Gunluk,Mart,37,C
Aylik,Aralik,27,C
Yillik,Eylul,52,C
Aylik,Kasim,60,C
Gunluk,Eylul,66,C
Gunluk,Mart,52,C
Gunluk,Haziran,60,C
Gunluk,Agustos,51,C
Aylik,Temmuz,54,C
Aylik,Ocak,50,C
Aylik,Nisan,42,B
Yillik,Subat,29,C
Gunluk,Aralik,40,C
Gunluk,Nisan,57,C
Aylik,Agustos,49,B
Yillik,Aralik,57,C
Aylik,Eylul,57,C
Gunluk,Haziran,55,C
Gunluk,Mayis,18,A
Gunluk,Ocak,19,A
Aylik,Subat,28,C
Gunluk,Mart,49,C
Gunluk,Ekim,48,C
Yillik,Agustos,62,C
Yillik,Ocak,31,C
Aylik,Nisan,63,C
Aylik,Ekim,23,C
Gunluk,Temmuz,55,C
Aylik,Ocak,56,C
Aylik,Eylul,37,B
Yillik,Temmuz,46,C
Aylik,Mart,58,C
Gunluk,Agustos,42,C
Aylik,Mart,41,B
Aylik,Mart,25,C
Aylik,Nisan,67,C
Gunluk,Eylul,24,A
Yillik,Ocak,32,C
Gunluk,Mart,32,C
Gunluk,Haziran,28,A
Yillik,Haziran,39,C
Aylik,Mayis,53,C
Gunluk,Ocak,41,C
Yillik,Nisan,36,C
Yillik,Ekim,50,C
Gunluk,Ocak,40,C
Yillik,Ocak,36,C
Yillik,Subat,27,C
Aylik,Aralik,32,B
Gunluk,Agustos,63,C
Gunluk,Mayis,41,C
Gunluk,Nisan,55,C
Aylik,Nisan,50,C
Gunluk,Mart,37,C
Aylik,Mart,42,B
Gunluk,Agustos,67,C
Yillik,Haziran,43,C
Yillik,Agustos,37,C
Gunluk,Aralik,31,C
Aylik,Agustos,33,B
Aylik,Ocak,61,C
Gunluk,Ocak,28,A
Yillik,Kasim,20,C
Gunluk,Agustos,33,C
Gunluk,Aralik,29,A
Yillik,Mart,50,C
Yillik,Mart,19,C
Yillik,Aralik,45,C
Aylik,Eylul,47,B
Aylik,Mayis,49,B
Aylik,Subat,44,B
Aylik,Temmuz,39,B
Gunluk,Nisan,67,C
Gunluk,Eylul,58,C
Aylik,Mart,18,C
Aylik,Aralik,18,C
Yillik,Aralik,18,C
Gunluk,Haziran,53,C
Yillik,Temmuz,39,C
Gunluk,Subat,55,C
Aylik,Eylul,58,C
Aylik,Aralik,46,B
Aylik,Mayis,54,C
Gunluk,Subat,38,C
Gunluk,Nisan,59,C
Yillik,Mart,47,C
Yillik,Nisan,62,C
Gunluk,Ocak,45,C
Yillik,Nisan,61,C
Aylik,Ocak,21,C
Yillik,Haziran,48,C
Aylik,Eylul,54,C
Gunluk,Haziran,20,A
Yillik,Mart,56,C
Gunluk,Subat,30,C
Aylik,Mayis,21,C
Yillik,Mayis,44,C
Yillik,Ekim,58,C
Aylik,Haziran,26,C
Aylik,Mayis,40,B
Aylik,Mayis,41,B
Aylik,Agustos,23,C
Gunluk,Nisan,50,C
Aylik,Agustos,27,C
Aylik,Haziran,66,C
Yillik,Mart,25,C
Yillik,Kasim,43,C
Aylik,Eylul,28,C
Aylik,Kasim,21,C
Aylik,Eylul,24,C
Gunluk,Kasim,51,C
Gunluk,Aralik,39,C
Yillik,Aralik,60,C
Gunluk,Kasim,19,A
Aylik,Ekim,55,C
Aylik,Eylul,40,B
Gunluk,Ekim,52,C
Aylik,Subat,19,C
Gunluk,Eylul,63,C
Gunluk,Nisan,52,C
Gunluk,Aralik,37,C
Yillik,Agustos,35,C
Aylik,Agustos,60,C
Gunluk,Mayis,50,C
Yillik,Mart,44,C
Yillik,Ocak,40,C
Yillik,Eylul,39,C
Aylik,Aralik,23,C
Aylik,Subat,25,C
Aylik,Haziran,54,C
Aylik,Aralik,31,B
Aylik,Nisan,51,C
Yillik,Aralik,29,C
Yillik,Agustos,48,C
Yillik,Aralik,47,C
Aylik,Aralik,36,B
Yillik,Subat,46,C
Aylik,Eylul,45,B
Yillik,Haziran,56,C
Gunluk,Kasim,38,C
Aylik,Haziran,54,C
Aylik,Agustos,29,C
Aylik,Nisan,34,B
Yillik,Ocak,28,C
Gunluk,Subat,40,C
Yillik,Kasim,45,C
Gunluk,Agustos,50,C
Aylik,Agustos,54,C
Gunluk,Mayis,26,A
Gunluk,Mayis,62,C
Gunluk,Kasim,32,C
Gunluk,Mayis,58,C
Yillik,Agustos,19,C
Yillik,Aralik,25,C
Yillik,Mayis,51,C
Gunluk,Agustos,49,C
Gunluk,Eylul,44,C
Gunluk,Eylul,56,C
Aylik,Kasim,33,B
Aylik,Haziran,41,B
Gunluk,Agustos,25,A
Yillik,Mart,38,C
Yillik,Mayis,64,C
Aylik,Subat,59,C
Gunluk,Haziran,60,C
Yillik,Eylul,55,C
Aylik,Subat,30,B
Gunluk,Agustos,34,C
Gunluk,Subat,53,C
Yillik,Mart,49,C
Gunluk,Subat,54,C
Gunluk,Ocak,33,C
Gunluk,Kasim,36,C
Yillik,Nisan,33,C
Yillik,Temmuz,34,C
Gunluk,Ocak,24,A
Yillik,Ekim,34,C
Yillik,Subat,46,C
Aylik,Mart,23,C
Aylik,Mart,41,B
Yillik,Haziran,25,C
Yillik,Nisan,67,C
Aylik,Mayis,18,C
Yillik,Temmuz,63,C
Aylik,Subat,67,C
Gunluk,Haziran,40,C
Gunluk,Kasim,24,A
Aylik,Eylul,29,C
Aylik,Agustos,42,B
Gunluk,Nisan,25,A
Yillik,Mayis,28,C
Yillik,Ekim,35,C
Gunluk,Mayis,31,C
Gunluk,Kasim,60,C
Yillik,Ocak,45,C
Yillik,Eylul,36,C
Yillik,Mayis,67,C
Aylik,Mayis,45,B
Yillik,Kasim,35,C
Aylik,Mart,41,B
Gunluk,Aralik,47,C
Gunluk,Mart,60,C
Gunluk,Aralik,20,A
Aylik,Eylul,44,B
Yillik,Subat,60,C
Yillik,Eylul,34,C
Gunluk,Kasim,26,A
Aylik,Mart,19,C
Aylik,Nisan,42,B
Aylik,Kasim,31,B
Gunluk,Mart,37,C
Gunluk,Ekim,22,A
Yillik,Eylul,38,C
Yillik,Kasim,51,C
Gunluk,Nisan,33,C
Gunluk,Subat,39,C
Yillik,Eylul,35,C
Yillik,Nisan,41,C
Gunluk,Aralik,32,C
Gunluk,Subat,43,C
Yillik,Aralik,67,C
Gunluk,Ocak,61,C
Aylik,Subat,29,C
Aylik,Ocak,61,C
Gunluk,Subat,27,A
Aylik,Nisan,46,B
Yillik,Agustos,61,C
Gunluk,Temmuz,27,A
Gunluk,Temmuz,29,A
Gunluk,Ekim,56,C
Gunluk,Mart,28,A
Yillik,Ekim,47,C
Aylik,Subat,35,B
Aylik,Mart,35,B
Gunluk,Agustos,63,C
Yillik,Ekim,46,C
Aylik,Aralik,53,C
Aylik,Haziran,39,B
Yillik,Agustos,62,C
Yillik,Mart,41,C
Gunluk,Aralik,62,C
Gunluk,Temmuz,49,C
Gunluk,Nisan,34,C
Yillik,Mayis,22,C
Yillik,Eylul,51,C
Yillik,Ekim,60,C
Yillik,Temmuz,34,C
Aylik,Mart,22,C
Gunluk,Ocak,66,C
Gunluk,Aralik,39,C
Yillik,Ocak,21,C
Yillik,Haziran,53,C
Aylik,Nisan,61,C
Aylik,Subat,65,C
Gunluk,Kasim,19,A
Yillik,Ekim,43,C
Gunluk,Aralik,61,C
Yillik,Mayis,43,C
Gunluk,Ocak,20,A
Gunluk,Ekim,25,A
Yillik,Agustos,57,C
Gunluk,Eylul,54,C
Aylik,Agustos,38,B
Yillik,Agustos,57,C
Aylik,Mart,50,C
Gunluk,Haziran,66,C
